slug,name,domain,port,description
zohoassist,Zoho Assist,zoho.com/assist/,,Known remote domains
zohoassist,Zoho Assist,*.zoho.in,,Known remote domains
zohoassist,Zoho Assist,downloads.zohodl.com.cn,,Known remote domains
zohoassist,Zoho Assist,*.zohoassist.com,,Known remote domains
zohoassist,Zoho Assist,downloads.zohocdn.com,,Known remote domains
zohoassist,Zoho Assist,gateway.zohoassist.com,,Known remote domains
zohoassist,Zoho Assist,*.zohoassist.com.cn,,Known remote domains
zohoassist,Zoho Assist,*.zoho.com.cn,,Known remote domains
zohoassist,Zoho Assist,*.zoho.com,,Known remote domains
zohoassist,Zoho Assist,*.zoho.eu,,Known remote domains
